x,y
"(0, 5]",1064
"(5, 10]",147
"(10, 20]",127
"(20, 30]",69
"(30, 50]",76
"(50, 100]",59
"(100, 200]",52
"(200, 500]",26
"(500, 1000]",20
"(1000, *]",3
