x,y
"(0, 5]",922
"(5, 10]",113
"(10, 20]",127
"(20, 30]",74
"(30, 50]",81
"(50, 100]",113
"(100, 200]",80
"(200, 500]",74
"(500, 1000]",27
"(1000, *]",32
